Id,MSSubClass,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,YrSold,SalePrice
129,60,7590,1Fam,2Story,6,5,1966,1966,TA,TA,CBlock,TA,TA,660,TA,660,688,1348,1,1,3,TA,6,Typ,1,Fa,2,453,TA,TA,188,108,0,0,0,2006,155000
130,20,8973,1Fam,1Story,5,7,1958,1991,TA,TA,CBlock,TA,TA,1008,TA,1053,0,1053,1,1,3,Ex,6,Typ,0,NA,2,750,TA,TA,0,80,0,180,0,2006,150000
131,60,14200,1Fam,2Story,7,6,1966,1966,TA,TA,CBlock,TA,TA,924,Ex,1216,941,2157,2,1,4,Gd,8,Typ,2,Gd,2,487,TA,TA,105,66,0,0,0,2006,226000
132,60,12224,1Fam,2Story,6,5,2000,2000,Gd,TA,PConc,Gd,TA,992,Ex,1022,1032,2054,2,1,3,Gd,7,Typ,1,TA,2,390,TA,TA,24,48,0,0,0,2009,244000
133,20,7388,1Fam,1Story,5,6,1959,2002,TA,TA,CBlock,TA,TA,1063,Gd,1327,0,1327,1,0,3,Gd,7,Typ,0,NA,2,624,TA,TA,0,0,0,0,0,2007,150750
134,20,6853,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,Ex,TA,1267,Ex,1296,0,1296,2,0,2,Gd,6,Typ,0,NA,2,471,TA,TA,192,25,0,0,0,2009,220000
135,20,10335,1Fam,1Story,5,6,1968,1993,TA,TA,CBlock,TA,TA,1461,Gd,1721,0,1721,2,1,3,TA,7,Min1,1,TA,2,440,TA,TA,0,96,180,0,0,2006,180000
136,20,10400,1Fam,1Story,7,6,1970,1970,TA,TA,PConc,TA,TA,1304,Gd,1682,0,1682,2,0,3,TA,7,Typ,1,Gd,2,530,TA,TA,98,0,0,0,0,2008,174000
137,20,10355,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,TA,TA,1214,TA,1214,0,1214,2,0,3,TA,5,Typ,1,Fa,1,318,TA,TA,0,111,0,0,0,2007,143000
138,90,11070,Duplex,1Story,7,5,1988,1989,TA,TA,CBlock,TA,TA,1907,Gd,1959,0,1959,3,0,5,TA,9,Typ,0,NA,3,766,TA,TA,0,0,0,0,0,2006,171000
139,60,9066,1Fam,2Story,8,5,1999,2000,Gd,TA,PConc,Gd,TA,1004,Ex,1004,848,1852,2,1,3,Gd,7,Typ,2,TA,3,660,TA,TA,224,106,0,0,0,2008,230000
140,60,15426,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,Gd,TA,928,Ex,928,836,1764,2,1,3,Gd,7,Typ,0,NA,2,470,TA,TA,276,99,0,0,0,2009,231500
141,20,10500,1Fam,1Story,4,5,1971,1971,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,3,TA,5,Typ,1,Po,0,0,NA,NA,0,0,0,0,0,2010,115000
142,20,11645,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,1734,Ex,1734,0,1734,2,0,3,Gd,7,Typ,0,NA,2,660,TA,TA,160,24,0,0,0,2006,260000
143,50,8520,1Fam,1.5Fin,5,4,1952,1952,TA,Fa,CBlock,TA,TA,910,Fa,910,475,1385,2,0,4,TA,6,Typ,0,NA,2,720,TA,TA,0,0,0,0,0,2010,166000
144,20,10335,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,1490,Ex,1501,0,1501,2,0,3,Gd,6,Typ,0,NA,2,577,TA,TA,144,29,0,0,0,2009,204000
145,90,9100,Duplex,1Story,5,5,1963,1963,TA,TA,CBlock,TA,TA,1728,TA,1728,0,1728,2,0,6,TA,10,Typ,0,NA,2,504,TA,TA,0,0,0,0,0,2006,125000
146,160,2522,Twnhs,2Story,6,5,2004,2006,Gd,TA,PConc,Gd,TA,970,Ex,970,739,1709,2,0,3,Gd,7,Maj1,0,NA,2,380,TA,TA,0,40,0,0,0,2006,130000
147,30,6120,1Fam,1Story,5,7,1931,1993,TA,TA,BrkTil,TA,TA,715,TA,875,0,875,1,0,2,TA,5,Typ,0,NA,1,180,Fa,TA,48,0,0,0,0,2009,105000
148,60,9505,1Fam,2Story,7,5,2001,2001,Gd,TA,PConc,Gd,TA,884,Ex,884,1151,2035,2,1,3,Gd,8,Typ,1,Gd,2,434,TA,TA,144,48,0,0,0,2010,222500
149,20,7500,1Fam,1Story,7,5,2004,2005,TA,TA,PConc,Gd,TA,1080,Ex,1080,0,1080,1,0,3,Gd,6,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2008,141000
150,50,6240,1Fam,1.5Fin,5,4,1936,1950,TA,TA,BrkTil,Gd,TA,896,Gd,896,448,1344,1,0,3,TA,7,Typ,0,NA,1,240,Fa,TA,200,114,0,0,0,2006,115000
151,20,10356,1Fam,1Story,5,6,1975,1975,TA,TA,CBlock,TA,TA,969,TA,969,0,969,1,1,3,TA,5,Typ,0,NA,2,440,TA,TA,0,0,0,0,0,2007,122000
152,20,13891,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,Ex,TA,1710,Ex,1710,0,1710,2,0,2,Gd,6,Typ,1,Gd,3,866,TA,TA,0,102,0,0,0,2008,372402
153,60,14803,1Fam,2Story,6,5,1971,1971,TA,TA,CBlock,TA,TA,825,Gd,1097,896,1993,2,1,4,TA,8,Typ,1,Gd,2,495,TA,TA,0,66,0,0,0,2006,190000
154,20,13500,1Fam,1Story,6,7,1960,1975,TA,TA,CBlock,Gd,TA,1602,Gd,1252,0,1252,1,0,1,TA,4,Typ,1,Gd,2,564,TA,TA,409,0,0,0,0,2008,235000
155,30,11340,1Fam,1Story,6,5,1923,1950,TA,TA,BrkTil,TA,TA,1200,TA,1200,0,1200,1,0,4,TA,7,Typ,0,NA,1,312,Fa,Fa,0,0,228,0,0,2006,125000
156,50,9600,1Fam,1.5Fin,6,5,1924,1950,TA,TA,BrkTil,TA,TA,572,Fa,572,524,1096,1,0,2,TA,5,Typ,0,NA,0,0,NA,NA,0,8,128,0,0,2008,79000
157,20,7200,1Fam,1Story,5,7,1950,1950,TA,TA,CBlock,NA,NA,0,TA,1040,0,1040,1,0,2,TA,5,Typ,0,NA,2,625,TA,TA,0,0,0,0,0,2006,109500
158,60,12003,1Fam,2Story,8,5,2009,2010,Gd,TA,PConc,Ex,TA,774,Ex,774,1194,1968,2,1,4,Ex,8,Typ,1,Gd,3,680,TA,TA,0,75,0,0,0,2010,269500
159,60,12552,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,Gd,TA,991,Ex,991,956,1947,2,1,3,Gd,8,Typ,1,Gd,2,678,TA,TA,0,136,0,0,0,2010,254900
160,60,19378,1Fam,2Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1392,Ex,1392,1070,2462,2,1,4,Gd,9,Typ,1,Gd,2,576,TA,TA,239,132,0,168,0,2006,320000
161,20,11120,1Fam,1Story,6,6,1984,1984,TA,TA,PConc,Gd,TA,1232,TA,1232,0,1232,2,0,3,TA,6,Typ,0,NA,2,516,TA,TA,0,0,0,0,0,2008,162500
162,60,13688,1Fam,2Story,9,5,2003,2004,Gd,TA,PConc,Ex,TA,1572,Ex,1572,1096,2668,2,1,3,Ex,10,Typ,2,Gd,3,726,TA,TA,400,0,0,0,0,2008,412500
163,20,12182,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,1541,Ex,1541,0,1541,2,0,3,Gd,7,Typ,1,Gd,2,532,TA,TA,0,70,0,0,0,2010,220000
164,45,5500,1Fam,1.5Unf,4,6,1956,1956,TA,TA,CBlock,TA,TA,882,Ex,882,0,882,1,0,1,TA,4,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2007,103200
165,40,5400,1Fam,1Story,6,7,1926,2004,TA,Gd,BrkTil,TA,TA,1149,Gd,1149,467,1616,2,0,3,Gd,5,Typ,0,NA,1,216,TA,TA,0,0,183,0,0,2007,152000
166,190,10106,2fmCon,1.5Fin,5,7,1940,1999,TA,Gd,BrkTil,TA,TA,644,Gd,808,547,1355,2,0,4,TA,6,Typ,0,NA,0,0,NA,NA,140,0,0,0,0,2008,127500
167,20,10708,1Fam,1Story,5,5,1955,1993,Gd,TA,CBlock,TA,TA,1617,Ex,1867,0,1867,1,0,2,TA,7,Typ,3,Gd,1,303,TA,TA,476,0,0,0,142,2009,190000
168,60,10562,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,Ex,TA,1582,Ex,1610,551,2161,1,1,3,Ex,8,Typ,1,Gd,3,789,TA,TA,178,120,0,0,0,2007,325624
169,60,8244,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,840,Ex,840,880,1720,2,1,3,Gd,7,Typ,1,Gd,2,440,TA,TA,100,48,0,0,0,2007,183500
170,20,16669,1Fam,1Story,8,6,1981,1981,Gd,TA,CBlock,Gd,TA,1686,TA,1707,0,1707,2,1,2,TA,6,Typ,1,TA,2,511,TA,TA,574,64,0,0,0,2006,228000
171,50,12358,1Fam,1.5Fin,5,6,1941,1950,TA,TA,CBlock,TA,TA,720,TA,854,0,1382,1,1,2,TA,7,Typ,0,NA,2,660,TA,TA,237,0,0,0,0,2007,128500
172,20,31770,1Fam,1Story,6,5,1960,1960,TA,TA,CBlock,TA,Gd,1080,Fa,1656,0,1656,1,0,3,TA,7,Typ,2,Gd,2,528,TA,TA,210,62,0,0,0,2010,215000
173,160,5306,TwnhsE,2Story,7,7,1987,1987,Gd,Gd,PConc,Gd,Gd,1064,Gd,1064,703,1767,2,0,2,Gd,5,Typ,1,TA,2,504,Gd,TA,441,35,0,0,0,2006,239000
174,20,10197,1Fam,1Story,6,5,1961,1961,TA,TA,CBlock,TA,TA,1362,TA,1362,0,1362,1,1,3,TA,6,Typ,1,TA,2,504,TA,TA,0,20,0,0,0,2008,163000
175,20,12416,1Fam,1Story,6,5,1986,1986,TA,TA,CBlock,Gd,Fa,1606,TA,1651,0,1651,2,0,3,TA,7,Min2,1,TA,2,616,TA,TA,192,0,0,0,0,2008,184000
176,20,12615,1Fam,1Story,6,7,1950,2001,TA,TA,CBlock,TA,Gd,1202,TA,2158,0,2158,2,0,4,Gd,7,Typ,1,Gd,2,576,TA,TA,0,29,39,0,0,2007,243000
177,60,10029,1Fam,2Story,6,5,1988,1989,Gd,TA,PConc,Gd,TA,1151,TA,1164,896,2060,2,1,4,TA,8,Typ,1,TA,2,521,TA,TA,0,228,0,0,192,2007,211000
178,50,13650,1Fam,1.5Fin,5,5,1958,1958,Gd,Gd,CBlock,TA,TA,1052,Ex,1252,668,1920,2,0,4,Gd,8,Typ,1,Gd,2,451,TA,TA,0,0,0,0,0,2006,172500
179,20,17423,1Fam,1Story,9,5,2008,2009,Ex,TA,PConc,Ex,TA,2216,Ex,2234,0,2234,2,0,1,Ex,9,Typ,1,Gd,3,1166,TA,TA,0,60,0,0,0,2009,501837
180,30,8520,1Fam,1Story,5,6,1923,2006,Gd,TA,CBlock,TA,TA,968,TA,968,0,968,1,0,2,TA,5,Typ,0,NA,2,480,Fa,TA,0,0,184,0,0,2007,100000
181,160,2117,Twnhs,2Story,6,5,2000,2000,Gd,TA,PConc,Gd,TA,756,Ex,769,756,1525,2,1,3,Gd,5,Typ,1,TA,2,440,TA,TA,0,0,0,0,0,2007,177000
182,70,7588,1Fam,2Story,7,6,1920,1950,TA,TA,BrkTil,Fa,TA,793,Gd,901,901,1802,1,1,4,TA,9,Typ,1,Gd,1,216,Fa,TA,0,0,40,0,0,2006,200100
183,20,9060,1Fam,1Story,5,6,1957,2006,TA,TA,PConc,NA,NA,0,Ex,1340,0,1340,1,0,3,TA,7,Typ,1,Gd,1,252,TA,TA,116,0,0,180,0,2007,120000
184,50,11426,1Fam,1.5Fin,7,5,2003,2003,TA,TA,PConc,Gd,TA,1362,Ex,1362,720,2082,2,1,3,Gd,6,Mod,0,NA,2,484,TA,TA,280,238,0,0,0,2008,200000
185,50,7438,1Fam,1.5Fin,5,8,1908,1991,TA,TA,PConc,Fa,TA,504,Gd,936,316,1252,1,0,3,TA,5,Typ,0,NA,2,576,TA,TA,104,0,0,0,0,2006,127000
186,75,22950,1Fam,2.5Fin,10,9,1892,1993,Gd,Gd,BrkTil,TA,TA,1107,Ex,1518,1518,3608,2,1,4,Ex,12,Typ,2,TA,3,840,Ex,TA,0,260,0,0,410,2006,475000
187,80,9947,1Fam,SLvl,7,5,1990,1991,TA,TA,PConc,Gd,TA,1188,Ex,1217,0,1217,2,0,3,Gd,6,Typ,0,NA,2,497,TA,TA,168,27,0,0,0,2009,173000
188,50,10410,1Fam,1.5Fin,5,7,1916,1987,TA,TA,CBlock,Fa,TA,660,Ex,808,704,1656,2,1,3,TA,8,Min2,0,NA,1,180,Fa,Fa,0,0,0,140,0,2009,135000
189,90,7018,Duplex,SFoyer,5,5,1979,1979,TA,TA,CBlock,Gd,TA,1086,TA,1224,0,1224,0,2,2,TA,6,Typ,2,TA,2,528,TA,TA,120,0,0,0,0,2009,153337
190,120,4923,TwnhsE,1Story,8,5,2001,2002,Gd,TA,PConc,Ex,TA,1593,Ex,1593,0,1593,1,1,0,Ex,5,Typ,1,Gd,2,682,TA,TA,0,120,0,0,224,2008,286000
191,70,10570,1Fam,2Story,8,8,1932,1994,Gd,TA,CBlock,Gd,Gd,853,TA,1549,1178,2727,2,1,3,Gd,10,Maj1,2,TA,2,440,TA,TA,0,74,0,0,0,2007,315000
192,60,7472,1Fam,2Story,7,9,1972,2004,TA,TA,CBlock,TA,TA,725,Gd,725,754,1479,1,1,4,Gd,7,Typ,0,NA,2,484,TA,TA,0,32,0,0,0,2007,184000
193,20,9017,1Fam,1Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,1431,Ex,1431,0,1431,2,0,3,Gd,6,Typ,0,NA,2,666,TA,TA,0,35,0,0,0,2009,192000
194,160,2522,Twnhs,2Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,970,Ex,970,739,1709,2,0,3,Gd,7,Maj1,0,NA,2,380,TA,TA,0,40,0,0,0,2006,130000
195,20,7180,1Fam,1Story,5,7,1972,1972,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,3,TA,5,Typ,0,NA,1,352,TA,TA,0,0,0,0,0,2008,127000
196,160,2280,Twnhs,2Story,6,6,1976,1976,TA,TA,CBlock,Gd,TA,855,TA,855,601,1456,2,1,3,TA,7,Typ,1,TA,2,440,TA,TA,87,0,0,0,0,2009,148500
197,20,9416,1Fam,1Story,7,5,2007,2007,Ex,TA,PConc,Ex,TA,1726,Ex,1726,0,1726,2,0,3,Ex,8,Typ,1,Gd,3,786,TA,TA,171,138,0,0,266,2007,311872
198,75,25419,1Fam,2Story,8,4,1918,1990,Gd,Gd,PConc,TA,TA,1360,Gd,1360,1360,3112,2,0,4,Gd,8,Typ,1,Ex,2,795,TA,TA,0,16,552,0,0,2006,235000
199,75,5520,1Fam,2.5Fin,6,6,1912,1950,TA,TA,CBlock,TA,TA,755,Ex,929,929,2229,1,0,5,TA,8,Typ,0,NA,0,0,NA,NA,0,198,30,0,0,2009,104000
200,20,9591,1Fam,1Story,8,5,2004,2005,Gd,TA,PConc,Ex,TA,1713,Ex,1713,0,1713,2,0,3,Ex,7,Typ,1,Gd,3,856,TA,TA,0,26,0,0,170,2009,274900
201,20,8546,1Fam,1Story,4,5,2003,2004,TA,TA,PConc,Gd,TA,1121,Ex,1121,0,1121,2,0,2,TA,5,Typ,0,NA,2,440,TA,TA,132,64,0,0,0,2010,140000
202,20,10125,1Fam,1Story,6,6,1977,1977,TA,TA,CBlock,TA,TA,1196,TA,1279,0,1279,2,0,3,TA,6,Typ,2,Fa,2,473,TA,TA,238,83,0,0,0,2008,171500
203,50,7000,1Fam,1.5Fin,6,6,1924,1950,TA,Gd,BrkTil,Fa,TA,617,Gd,865,445,1310,2,0,2,TA,6,Min1,0,NA,1,398,TA,TA,0,0,126,0,0,2006,112000
204,120,4438,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,Gd,TA,848,Ex,848,0,848,1,0,1,Gd,3,Typ,1,Gd,2,420,TA,TA,149,0,0,0,0,2008,149000
205,50,3500,1Fam,1.5Fin,5,7,1947,1950,TA,TA,CBlock,TA,TA,720,TA,720,564,1284,1,1,2,TA,5,Typ,0,NA,1,240,TA,TA,0,35,0,0,0,2009,110000
206,20,11851,1Fam,1Story,7,5,1990,1990,TA,TA,PConc,Gd,TA,1424,Ex,1442,0,1442,2,0,3,TA,5,Typ,0,NA,2,500,TA,TA,0,34,0,508,0,2009,180500
207,20,13673,1Fam,1Story,5,5,1962,1962,TA,Gd,CBlock,TA,TA,1140,TA,1696,0,1696,1,1,3,TA,8,Min2,1,TA,1,349,TA,TA,0,30,0,0,0,2007,143900
208,20,12493,1Fam,1Story,4,5,1960,1960,TA,TA,PConc,TA,TA,1100,TA,1100,0,1100,1,0,3,TA,6,Typ,1,Po,1,312,TA,TA,355,0,0,0,0,2008,141000
209,60,14364,1Fam,2Story,7,5,1988,1989,Gd,TA,CBlock,Gd,TA,1157,Ex,1180,882,2062,2,1,3,TA,7,Typ,1,Gd,2,454,TA,TA,60,55,0,0,154,2007,277000
210,20,8250,1Fam,1Story,6,7,1964,1964,TA,TA,CBlock,Gd,TA,1092,Ex,1092,0,1092,1,0,3,TA,6,Typ,0,NA,2,504,TA,Gd,0,0,0,0,0,2008,145000
211,30,5604,1Fam,1Story,5,6,1925,1950,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,2,TA,5,Typ,0,NA,0,0,NA,NA,0,0,96,0,0,2008,98000
212,20,10420,1Fam,1Story,6,5,2009,2009,TA,TA,PConc,Gd,TA,1212,Ex,1212,0,1212,2,0,3,Gd,6,Typ,0,NA,2,460,TA,TA,100,22,0,0,0,2010,186000
213,60,8640,1Fam,2Story,7,5,2009,2009,TA,TA,PConc,Gd,TA,900,Ex,932,920,1852,2,1,3,Gd,7,Typ,1,TA,2,644,TA,TA,168,108,0,0,0,2009,252678
214,20,13568,1Fam,1Story,5,5,1995,1995,TA,TA,PConc,Gd,TA,990,Ex,990,0,990,1,0,3,TA,5,Typ,0,NA,2,576,TA,TA,224,0,0,0,0,2006,156000
215,60,10900,1Fam,2Story,6,7,1977,1977,TA,TA,CBlock,Gd,TA,689,Ex,689,703,1392,1,1,3,TA,6,Typ,0,NA,1,299,TA,TA,0,36,0,0,0,2010,161750
216,20,10011,1Fam,1Story,5,6,1957,1996,TA,TA,CBlock,TA,TA,1070,TA,1236,0,1236,1,0,2,Gd,6,Min1,1,Fa,1,447,TA,TA,0,0,0,0,0,2006,134450
217,20,8450,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,1436,Ex,1436,0,1436,2,0,3,Gd,8,Typ,0,NA,2,484,TA,TA,139,98,0,0,0,2008,210000
218,70,9906,1Fam,2Story,4,4,1925,1950,TA,TA,CBlock,TA,TA,686,Fa,810,518,1328,1,0,3,TA,8,Typ,0,NA,1,210,TA,TA,0,172,60,0,0,2006,107000
219,50,15660,1Fam,1.5Fin,7,9,1939,2006,Gd,Gd,CBlock,TA,TA,798,Ex,1137,817,1954,1,1,3,Gd,8,Typ,2,TA,2,431,TA,TA,0,119,150,0,0,2008,311500
220,120,3010,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1248,Ex,1248,0,1248,2,0,2,Gd,5,Typ,0,NA,2,438,TA,TA,108,0,0,0,0,2006,167240
221,20,8990,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,1498,Ex,1498,0,1498,2,0,2,Gd,5,Typ,0,NA,2,675,TA,TA,351,33,0,0,0,2006,204900
222,60,8068,1Fam,2Story,6,5,2002,2002,Gd,TA,PConc,Gd,TA,1010,Ex,1010,1257,2267,2,1,4,Gd,8,Typ,1,TA,2,390,TA,TA,120,46,0,0,0,2009,200000
223,60,11475,1Fam,2Story,6,6,1975,1975,TA,TA,CBlock,Gd,TA,713,TA,811,741,1552,2,1,3,TA,6,Typ,1,TA,2,434,TA,TA,209,208,0,0,0,2006,179900
224,20,10500,1Fam,1Story,4,6,1971,1971,TA,TA,CBlock,TA,TA,864,Gd,864,0,864,1,0,2,TA,4,Typ,0,NA,2,576,TA,TA,216,0,0,0,0,2009,97000
225,20,13472,1Fam,1Story,10,5,2003,2003,Ex,TA,PConc,Ex,TA,2392,Ex,2392,0,2392,2,0,3,Ex,8,Typ,1,Ex,3,968,TA,TA,248,105,0,0,0,2009,386250
226,160,1680,Twnhs,2Story,5,5,1971,1971,TA,TA,CBlock,TA,TA,630,TA,630,672,1302,2,1,3,TA,6,Typ,0,NA,1,280,TA,TA,0,0,0,0,0,2009,112000
227,60,9950,1Fam,2Story,7,5,1995,1995,Gd,TA,PConc,Gd,TA,1203,Ex,1214,1306,2520,2,1,4,Gd,9,Typ,1,TA,3,721,TA,TA,224,114,0,0,0,2007,290000
228,160,1869,Twnhs,2Story,6,6,1970,1970,TA,TA,CBlock,TA,TA,483,TA,483,504,987,1,1,2,TA,5,Typ,0,NA,1,280,TA,TA,0,0,0,0,0,2008,106000
229,20,8521,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,TA,TA,912,TA,912,0,912,1,0,3,TA,5,Typ,1,Fa,1,336,TA,TA,0,0,0,0,0,2010,125000
230,120,3182,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1373,Ex,1555,0,1555,2,0,2,Gd,7,Typ,1,TA,2,430,TA,TA,143,20,0,0,0,2009,192500
231,20,8760,1Fam,1Story,6,6,1959,1959,TA,TA,CBlock,TA,TA,1194,TA,1194,0,1194,1,0,3,TA,6,Typ,0,NA,1,312,TA,TA,0,0,120,0,0,2010,148000
232,60,15138,1Fam,2Story,8,5,1995,1996,Gd,TA,PConc,Gd,TA,1462,Ex,1490,1304,2794,2,1,4,Ex,9,Typ,1,TA,3,810,TA,TA,0,146,202,0,0,2009,403000
233,160,1680,Twnhs,2Story,6,5,1972,1972,TA,TA,CBlock,TA,TA,483,TA,483,504,987,1,1,2,TA,5,Typ,1,Po,1,288,TA,TA,0,0,0,0,0,2006,94500
234,20,10650,1Fam,1Story,5,6,1976,1976,TA,TA,CBlock,TA,Gd,894,TA,894,0,894,1,0,3,TA,5,Typ,0,NA,1,308,TA,TA,365,0,0,0,0,2010,128200
235,60,7851,1Fam,2Story,6,5,2002,2002,Gd,TA,PConc,Gd,TA,860,Ex,860,1100,1960,2,1,4,Gd,8,Typ,2,TA,2,440,TA,TA,288,48,0,0,0,2010,216500
236,160,1680,TwnhsE,2Story,6,3,1971,1971,TA,TA,CBlock,TA,TA,483,TA,483,504,987,1,1,2,TA,5,Typ,0,NA,1,264,TA,TA,0,0,0,0,0,2008,89500
237,20,8773,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,1414,Ex,1414,0,1414,2,0,3,Gd,6,Typ,0,NA,2,494,TA,TA,132,105,0,0,0,2010,185500
238,60,9453,1Fam,2Story,7,7,1993,2003,Gd,TA,PConc,Gd,TA,996,Ex,1014,730,1744,2,1,3,Gd,7,Typ,0,NA,2,457,TA,TA,370,70,0,238,0,2010,194500
239,20,12030,1Fam,1Story,8,5,2007,2007,Ex,TA,PConc,Ex,TA,1694,Ex,1694,0,1694,2,0,3,Gd,7,Typ,0,NA,3,818,TA,TA,168,228,0,0,0,2007,318000
240,50,8741,1Fam,1.5Fin,6,4,1945,1950,TA,TA,CBlock,TA,Fa,735,TA,798,689,1487,1,1,3,TA,7,Typ,1,Gd,1,220,TA,TA,0,140,0,0,0,2010,113000
241,20,9000,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,Gd,TA,1566,Ex,1566,0,1566,2,0,3,Gd,7,Typ,0,NA,2,750,TA,TA,144,168,0,0,0,2010,262500
242,30,3880,1Fam,1Story,5,9,1945,1997,TA,Gd,CBlock,TA,TA,686,Gd,866,0,866,1,0,2,Gd,4,Typ,0,NA,0,0,NA,NA,58,42,0,0,0,2007,110500
243,50,5000,1Fam,1.5Fin,5,4,1900,1950,TA,TA,BrkTil,TA,TA,540,Gd,889,551,1440,1,0,3,TA,6,Typ,0,NA,1,352,Fa,TA,0,0,77,0,0,2006,79000
244,160,10762,TwnhsE,2Story,6,6,1980,1980,TA,TA,CBlock,Gd,TA,626,TA,626,591,1217,1,1,3,TA,6,Typ,1,TA,1,288,TA,TA,0,28,0,0,0,2009,120000
245,60,8880,1Fam,2Story,7,5,1994,2002,Gd,TA,PConc,Gd,TA,948,Ex,1222,888,2110,2,1,3,Gd,8,Typ,2,Fa,2,463,TA,TA,0,130,0,0,0,2010,205000
246,20,10400,1Fam,1Story,7,5,1988,1988,TA,TA,CBlock,Gd,TA,1845,Gd,1872,0,1872,2,0,3,TA,6,Typ,1,TA,2,604,TA,TA,197,39,0,0,0,2006,241500
247,190,9142,2fmCon,2Story,6,8,1910,1950,TA,Fa,Stone,Fa,TA,1020,Gd,908,1020,1928,2,0,4,Fa,9,Typ,0,NA,1,440,Po,Po,0,60,112,0,0,2006,137000
248,20,11310,1Fam,1Story,6,5,1954,1954,TA,TA,CBlock,TA,TA,1367,Ex,1375,0,1375,1,0,2,TA,5,Typ,1,TA,2,451,TA,TA,0,30,0,0,0,2006,140000
249,60,11317,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,840,Ex,840,828,1668,2,1,3,Gd,8,Typ,0,NA,2,500,TA,TA,144,68,0,0,0,2007,180000
250,50,159000,1Fam,1.5Fin,6,7,1958,2006,Gd,TA,CBlock,Gd,TA,1444,Gd,1444,700,2144,2,0,4,Gd,7,Typ,2,TA,2,389,TA,TA,0,98,0,0,0,2007,277000
251,30,5350,1Fam,1Story,3,2,1940,1966,TA,Po,CBlock,TA,TA,728,Ex,1306,0,1306,1,0,3,Fa,6,Mod,0,NA,0,0,NA,NA,263,0,0,0,0,2010,76500
252,120,4750,TwnhsE,1Story,8,5,2006,2007,Gd,TA,PConc,Gd,TA,1573,Ex,1625,0,1625,2,0,2,Gd,5,Typ,1,Gd,2,538,TA,TA,123,0,0,0,153,2007,235000
253,60,8366,1Fam,2Story,6,5,2004,2004,Gd,TA,PConc,Gd,TA,798,Ex,798,842,1640,2,1,3,Gd,6,Typ,0,NA,2,520,TA,TA,138,45,0,0,0,2008,173000
254,80,9350,1Fam,SLvl,6,7,1964,1991,TA,TA,CBlock,Gd,TA,1302,Ex,1302,0,1302,2,0,3,Gd,7,Min1,0,NA,1,309,TA,TA,333,0,0,0,0,2007,158000
255,20,8400,1Fam,1Story,5,6,1957,1957,TA,Gd,CBlock,TA,TA,1314,TA,1314,0,1314,1,0,3,TA,5,Typ,0,NA,1,294,TA,TA,250,0,0,0,0,2010,145000
256,60,8738,1Fam,2Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,975,Ex,1005,1286,2291,2,1,4,Gd,8,Typ,1,TA,2,429,TA,TA,192,0,0,0,0,2006,230000
257,60,8791,1Fam,2Story,6,5,2003,2003,Gd,TA,PConc,Gd,TA,864,Ex,864,864,1728,2,1,3,Gd,7,Typ,0,NA,2,673,TA,TA,216,56,0,0,0,2008,207500
258,20,8814,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,1604,Ex,1604,0,1604,2,1,3,Gd,8,Typ,1,Gd,2,660,TA,TA,123,110,0,0,0,2009,220000
